sample_id,scene_id,split,cluster_id,cluster_name,input_image,input_mask,output_image,output_mask,cluster_image_rel,cluster_mask_rel,input_image_rel,input_mask_rel,output_image_rel,output_mask_rel
GF2_PMS2__L1A0001886305-MSS2_2560_2560,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_2560.png
GF2_PMS2__L1A0001886305-MSS2_2560_3200,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3200.png
GF2_PMS2__L1A0001886305-MSS2_2560_3840,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_3840.png
GF2_PMS2__L1A0001886305-MSS2_2560_5120,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5120.png
GF2_PMS2__L1A0001886305-MSS2_2560_5760,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_5760.png
GF2_PMS2__L1A0001886305-MSS2_2560_6400,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_2560_6400.png
GF2_PMS2__L1A0001886305-MSS2_3200_0,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_0.png
GF2_PMS2__L1A0001886305-MSS2_3200_1920,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_1920.png
GF2_PMS2__L1A0001886305-MSS2_3200_2560,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_2560.png
GF2_PMS2__L1A0001886305-MSS2_3200_3840,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_3840.png
GF2_PMS2__L1A0001886305-MSS2_3200_4480,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_4480.png
GF2_PMS2__L1A0001886305-MSS2_3200_5120,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5120.png
GF2_PMS2__L1A0001886305-MSS2_3200_5760,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_5760.png
GF2_PMS2__L1A0001886305-MSS2_3200_640,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_640.png
GF2_PMS2__L1A0001886305-MSS2_3200_6400,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6400.png
GF2_PMS2__L1A0001886305-MSS2_3200_6560,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3200_6560.png
GF2_PMS2__L1A0001886305-MSS2_3840_0,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_0.png
GF2_PMS2__L1A0001886305-MSS2_3840_1280,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1280.png
GF2_PMS2__L1A0001886305-MSS2_3840_1920,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_1920.png
GF2_PMS2__L1A0001886305-MSS2_3840_2560,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_2560.png
GF2_PMS2__L1A0001886305-MSS2_3840_3840,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_3840.png
GF2_PMS2__L1A0001886305-MSS2_3840_4480,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_4480.png
GF2_PMS2__L1A0001886305-MSS2_3840_5120,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5120.png
GF2_PMS2__L1A0001886305-MSS2_3840_5760,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_5760.png
GF2_PMS2__L1A0001886305-MSS2_3840_640,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_640.png
GF2_PMS2__L1A0001886305-MSS2_3840_6400,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6400.png
GF2_PMS2__L1A0001886305-MSS2_3840_6560,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.png,images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_3840_6560.png
GF2_PMS2__L1A0001886305-MSS2_4480_1280,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1280.png
GF2_PMS2__L1A0001886305-MSS2_4480_1920,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_1920.png
GF2_PMS2__L1A0001886305-MSS2_4480_3200,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3200.png
GF2_PMS2__L1A0001886305-MSS2_4480_3840,GF2_PMS2__L1A0001886305-MSS2,train,0,cluster_0,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.png,images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.tif,masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.png,clusters/cluster_0/images/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.tif,clusters/cluster_0/masks/train/GF2_PMS2__L1A0001886305-MSS2_4480_3840.png
